"time","metric","scenario","group","load_zone","tags","count","min","mean","median","p95","p99","max","stdev"
"2024-02-29T13:46:45+00:00","iteration_duration","default","","amazon:us:columbus","{}",2,1130.772996,1331.63192,1331.63189697266,1505.28229370117,1520.71788452148,1524.57684,272.865322654992
"2024-02-29T13:46:48+00:00","iteration_duration","default","","amazon:us:columbus","{}",2,1131.44072,1132.839286,1132.83923339844,1132.83923339844,1132.83923339844,1132.839286,0
"2024-02-29T13:46:51+00:00","iteration_duration","default","","amazon:us:columbus","{}",5,1129.29101,1180.2606414,1130.49499511719,1329.55759277344,1369.37011230469,1379.323207,111.279357114278
"2024-02-29T13:46:54+00:00","iteration_duration","default","","amazon:us:columbus","{}",5,1127.299241,1134.2289506,1136.71826171875,1136.71826171875,1136.71826171875,1136.718251,3.40861495371652
"2024-02-29T13:46:57+00:00","iteration_duration","default","","amazon:us:columbus","{}",6,1126.897991,1174.72077416667,1134.59100341797,1319.27102661133,1367.42676391602,1379.465645,100.384346584385
"2024-02-29T13:47:00+00:00","iteration_duration","default","","amazon:us:columbus","{}",9,1126.834878,1131.17759566667,1130.49499511719,1132.54284667969,1132.54284667969,1132.542787,1.02389349999999
"2024-02-29T13:47:03+00:00","iteration_duration","default","","amazon:us:columbus","{}",9,1127.475955,1161.48567766667,1130.49499511719,1286.37585449219,1365.14323730469,1384.835099,83.8498759921389
"2024-02-29T13:47:06+00:00","iteration_duration","default","","amazon:us:columbus","{}",10,1126.914424,1131.1755744,1130.49499511719,1133.89782714844,1133.89782714844,1133.897872,1.43477681413495
"2024-02-29T13:47:09+00:00","iteration_duration","default","","amazon:us:columbus","{}",12,1127.353441,1152.62228975,1130.49499511719,1250.80155639648,1360.42466674805,1387.830477,74.108797886898
"2024-02-29T13:47:12+00:00","iteration_duration","default","","amazon:us:columbus","{}",13,1126.723709,1131.70704115385,1130.49499511719,1133.64636230469,1133.64636230469,1133.646307,1.59572632833309
"2024-02-29T13:47:15+00:00","iteration_duration","default","","amazon:us:columbus","{}",13,1126.990872,1133.52817492308,1130.49499511719,1137.06689453125,1137.06689453125,1137.066879,3.40998057255053
"2024-02-29T13:47:18+00:00","iteration_duration","default","","amazon:us:columbus","{}",17,1127.056631,1147.07119435294,1130.49499511719,1188.49248046875,1347.86998046875,1387.714304,62.0946873811451
"2024-02-29T13:47:21+00:00","iteration_duration","default","","amazon:us:columbus","{}",16,1126.5864,1130.51131625,1130.49499511719,1130.62548828125,1130.62548828125,1130.62553,0.0445844827826587
"2024-02-29T13:47:24+00:00","iteration_duration","default","","amazon:us:columbus","{}",18,1125.914948,1145.54332483333,1130.49499511719,1175.63108520508,1343.11088500977,1384.980847,59.8139894152727
"2024-02-29T13:47:27+00:00","iteration_duration","default","","amazon:us:columbus","{}",20,1126.826679,1130.7466653,1130.49499511719,1133.01159667969,1133.01159667969,1133.011653,0.774609449313019
"2024-02-29T13:47:30+00:00","iteration_duration","default","","amazon:us:columbus","{}",21,1126.352235,1144.950878,1130.49499511719,1138.68701171875,1335.6705078125,1384.916438,55.1110246294783
"2024-02-29T13:47:33+00:00","iteration_duration","default","","amazon:us:columbus","{}",20,1126.345289,1131.1165607,1130.49499511719,1132.56689453125,1132.56689453125,1132.566869,0.974114789606551
"2024-02-29T13:47:36+00:00","iteration_duration","default","","amazon:us:columbus","{}",24,1127.34136,1144.69792820833,1130.49499511719,1146.87902832031,1333.65506713867,1389.445277,52.4003874785669
"2024-02-29T13:47:39+00:00","iteration_duration","default","","amazon:us:columbus","{}",24,1126.706123,1131.21199466667,1130.49499511719,1132.64599609375,1132.64599609375,1132.645984,1.0357921752553
"2024-02-29T13:47:42+00:00","iteration_duration","default","","amazon:us:columbus","{}",26,1126.995308,1141.91771526923,1130.49499511719,1138.68701171875,1318.42196655273,1378.333597,48.3463273971285
"2024-02-29T13:47:45+00:00","iteration_duration","default","","amazon:us:columbus","{}",26,1127.241464,1132.60894023077,1130.49499511719,1135.49157714844,1135.49157714844,1135.491586,2.51743728762782
"2024-02-29T13:47:48+00:00","iteration_duration","default","","amazon:us:columbus","{}",28,1126.752632,1140.86355239286,1130.49499511719,1138.68701171875,1320.71944458008,1388.046467,48.5306321766626
"2024-02-29T13:47:51+00:00","iteration_duration","default","","amazon:us:columbus","{}",30,1126.594328,1130.6073644,1130.49499511719,1131.33776855469,1131.33776855469,1131.337733,0.291371482613715
"2024-02-29T13:47:54+00:00","iteration_duration","default","","amazon:us:columbus","{}",30,1126.641656,1141.2033841,1130.49499511719,1138.68701171875,1314.42873901367,1386.210523,46.4190860397365
"2024-02-29T13:47:57+00:00","iteration_duration","default","","amazon:us:columbus","{}",32,1126.594148,1131.09897115625,1130.49499511719,1132.64245605469,1132.64245605469,1132.642453,0.9809638519244
"2024-02-29T13:48:00+00:00","iteration_duration","default","","amazon:us:columbus","{}",33,1126.806169,1141.44680836364,1130.49499511719,1138.68701171875,1306.45775390625,1385.408676,43.979863265589
"2024-02-29T13:48:03+00:00","iteration_duration","default","","amazon:us:columbus","{}",35,1126.598143,1132.46649122857,1130.49499511719,1135.80285644531,1135.80285644531,1135.802861,2.60213052351259
"2024-02-29T13:48:06+00:00","iteration_duration","default","","amazon:us:columbus","{}",34,1127.718686,1140.34667635294,1130.49499511719,1138.68701171875,1302.73314208984,1383.531996,43.1343644441267
"2024-02-29T13:48:09+00:00","iteration_duration","default","","amazon:us:columbus","{}",38,1126.63316,1132.10574955263,1130.49499511719,1134.09545898438,1134.09545898438,1134.095499,1.8142792867596
"2024-02-29T13:48:12+00:00","iteration_duration","default","","amazon:us:columbus","{}",38,1126.962234,1139.61363152632,1130.49499511719,1138.68701171875,1295.05551879883,1386.890998,41.3676419242281
"2024-02-29T13:48:15+00:00","iteration_duration","default","","amazon:us:columbus","{}",39,1126.710901,1131.16856466667,1130.49499511719,1132.51574707031,1132.51574707031,1132.515694,0.965016635992033
"2024-02-29T13:48:18+00:00","iteration_duration","default","","amazon:us:columbus","{}",41,1126.567748,1130.84496587805,1130.49499511719,1132.08923339844,1132.08923339844,1132.089289,0.668099842687265
"2024-02-29T13:48:21+00:00","iteration_duration","default","","amazon:us:columbus","{}",43,1125.793176,1138.65372751163,1130.49499511719,1138.68701171875,1280.39796142578,1383.016283,38.3312681165562
"2024-02-29T13:48:24+00:00","iteration_duration","default","","amazon:us:columbus","{}",42,1125.982781,1132.10360354762,1130.49499511719,1134.46923828125,1134.46923828125,1134.469197,1.97436426834246
"2024-02-29T13:48:27+00:00","iteration_duration","default","","amazon:us:columbus","{}",46,1126.246624,1138.44567165217,1130.49499511719,1138.68701171875,1276.76057739258,1389.729896,38.0547384314809
"2024-02-29T13:48:30+00:00","iteration_duration","default","","amazon:us:columbus","{}",45,1126.885315,1132.90611733333,1130.49499511719,1137.72839355469,1137.72839355469,1137.728352,3.44836526342238
"2024-02-29T13:48:33+00:00","iteration_duration","default","","amazon:us:columbus","{}",47,1125.747404,1137.85819687234,1130.49499511719,1138.68701171875,1272.48077880859,1386.453253,37.2140230051009
"2024-02-29T13:48:36+00:00","iteration_duration","default","","amazon:us:columbus","{}",48,1126.153002,1131.74323416667,1130.49499511719,1135.94189453125,1135.94189453125,1135.94184,2.31351476260666
"2024-02-29T13:48:39+00:00","iteration_duration","default","","amazon:us:columbus","{}",50,1126.684131,1142.46925636,1130.49499511719,1138.68701171875,1388.89135742188,1388.891409,50.9179724974776
"2024-02-29T13:48:42+00:00","iteration_duration","default","","amazon:us:columbus","{}",51,1126.684323,1132.73410964706,1130.49499511719,1136.83911132812,1136.83911132812,1136.839144,3.06193639084841
"2024-02-29T13:48:45+00:00","iteration_duration","default","","amazon:us:columbus","{}",51,1127.194237,1146.06982439216,1138.68701171875,1146.87902832031,1388.38903808594,1388.389022,49.6652141502481
"2024-02-29T13:48:48+00:00","iteration_duration","default","","amazon:us:columbus","{}",54,1125.730819,1133.34055275926,1130.49499511719,1138.68701171875,1141.60282470703,1144.890849,4.14556810209224
"2024-02-29T13:48:51+00:00","iteration_duration","default","","amazon:us:columbus","{}",55,1126.605603,1141.96986287273,1130.49499511719,1138.68701171875,1384.6004296875,1384.780458,47.7100344921616
"2024-02-29T13:48:54+00:00","iteration_duration","default","","amazon:us:columbus","{}",55,1126.662022,1131.25092847273,1130.49499511719,1132.68322753906,1132.68322753906,1132.683214,1.05012166502113
"2024-02-29T13:48:57+00:00","iteration_duration","default","","amazon:us:columbus","{}",55,1127.060597,1143.48215361818,1130.49499511719,1138.68701171875,1385.17818115234,1386.036449,47.5694683653589
"2024-02-29T13:49:00+00:00","iteration_duration","default","","amazon:us:columbus","{}",62,1126.603674,1136.06201548387,1138.68701171875,1138.68701171875,1139.11247924805,1139.77796,3.87542438439028
"2024-02-29T13:49:03+00:00","iteration_duration","default","","amazon:us:columbus","{}",58,1127.454202,1140.01916362069,1138.68701171875,1138.68701171875,1245.88493041992,1387.98449,33.3654917829646
"2024-02-29T13:49:06+00:00","iteration_duration","default","","amazon:us:columbus","{}",61,1127.455,1139.12774878689,1138.68701171875,1138.68701171875,1237.91489257813,1386.756676,32.490679086384
"2024-02-29T13:49:09+00:00","iteration_duration","default","","amazon:us:columbus","{}",63,1127.230842,1139.21118147619,1138.68701171875,1146.05982666016,1242.33095703125,1384.702433,31.8570906945576
"2024-02-29T13:49:12+00:00","iteration_duration","default","","amazon:us:columbus","{}",62,1126.582979,1141.1017838871,1138.68701171875,1155.07104492188,1242.21443115234,1378.515601,31.5482961567128
"2024-02-29T13:49:15+00:00","iteration_duration","default","","amazon:us:columbus","{}",67,1126.888792,1136.97211114925,1130.49499511719,1138.68701171875,1222.17415283203,1384.237447,30.9081668881068
"2024-02-29T13:49:18+00:00","iteration_duration","default","","amazon:us:columbus","{}",67,1126.507093,1136.2942860597,1130.49499511719,1138.68701171875,1226.06644775391,1379.783166,30.4427761655379
"2024-02-29T13:49:21+00:00","iteration_duration","default","","amazon:us:columbus","{}",66,1127.10417,1137.4414239697,1130.49499511719,1138.68701171875,1224.60218505859,1384.158982,31.092529938949
"2024-02-29T13:49:24+00:00","iteration_duration","default","","amazon:us:columbus","{}",71,1127.082875,1136.40352880282,1130.49499511719,1138.68701171875,1210.47145996094,1377.968545,29.3193697611306
"2024-02-29T13:49:27+00:00","iteration_duration","default","","amazon:us:columbus","{}",70,1126.855248,1137.53588741429,1130.49499511719,1138.68701171875,1212.74916015625,1377.597119,29.3905575992504
"2024-02-29T13:49:30+00:00","iteration_duration","default","","amazon:us:columbus","{}",71,1126.92296,1135.44674677465,1130.49499511719,1138.68701171875,1212.21041259766,1383.765021,30.0499832138778
"2024-02-29T13:49:33+00:00","iteration_duration","default","","amazon:us:columbus","{}",75,1126.346545,1136.34495722667,1130.49499511719,1138.68701171875,1203.77302246094,1389.017792,29.8065336173623
"2024-02-29T13:49:36+00:00","iteration_duration","default","","amazon:us:columbus","{}",75,1126.580326,1136.74791452,1130.49499511719,1138.68701171875,1200.98106933594,1378.279589,28.5403274130154
