"time","metric","group","scenario","name","method","status","expected_response","load_zone","tags","nz_count","count"
"2024-02-29T13:32:06+00:00","http_req_failed","","default","https://blixter.online/materialize/index.html","GET","200","true","amazon:us:columbus","{'url': 'https://blixter.online/materialize/index.html', 'proto': 'HTTP/1.1', 'tls_version': 'tls1.3'}",0,1
"2024-02-29T13:32:09+00:00","http_req_failed","","default","https://blixter.online/materialize/index.html","GET","200","true","amazon:us:columbus","{'url': 'https://blixter.online/materialize/index.html', 'proto': 'HTTP/1.1', 'tls_version': 'tls1.3'}",0,3
"2024-02-29T13:32:12+00:00","http_req_failed","","default","https://blixter.online/materialize/index.html","GET","200","true","amazon:us:columbus","{'url': 'https://blixter.online/materialize/index.html', 'proto': 'HTTP/1.1', 'tls_version': 'tls1.3'}",0,3
"2024-02-29T13:32:15+00:00","http_req_failed","","default","https://blixter.online/materialize/index.html","GET","200","true","amazon:us:columbus","{'url': 'https://blixter.online/materialize/index.html', 'proto': 'HTTP/1.1', 'tls_version': 'tls1.3'}",0,5
"2024-02-29T13:32:18+00:00","http_req_failed","","default","https://blixter.online/materialize/index.html","GET","200","true","amazon:us:columbus","{'url': 'https://blixter.online/materialize/index.html', 'proto': 'HTTP/1.1', 'tls_version': 'tls1.3'}",0,6
"2024-02-29T13:32:21+00:00","http_req_failed","","default","https://blixter.online/materialize/index.html","GET","200","true","amazon:us:columbus","{'url': 'https://blixter.online/materialize/index.html', 'proto': 'HTTP/1.1', 'tls_version': 'tls1.3'}",0,8
"2024-02-29T13:32:24+00:00","http_req_failed","","default","https://blixter.online/materialize/index.html","GET","200","true","amazon:us:columbus","{'url': 'https://blixter.online/materialize/index.html', 'proto': 'HTTP/1.1', 'tls_version': 'tls1.3'}",0,8
"2024-02-29T13:32:27+00:00","http_req_failed","","default","https://blixter.online/materialize/index.html","GET","200","true","amazon:us:columbus","{'url': 'https://blixter.online/materialize/index.html', 'proto': 'HTTP/1.1', 'tls_version': 'tls1.3'}",0,10
"2024-02-29T13:32:30+00:00","http_req_failed","","default","https://blixter.online/materialize/index.html","GET","200","true","amazon:us:columbus","{'url': 'https://blixter.online/materialize/index.html', 'proto': 'HTTP/1.1', 'tls_version': 'tls1.3'}",0,12
"2024-02-29T13:32:33+00:00","http_req_failed","","default","https://blixter.online/materialize/index.html","GET","200","true","amazon:us:columbus","{'url': 'https://blixter.online/materialize/index.html', 'proto': 'HTTP/1.1', 'tls_version': 'tls1.3'}",0,13
"2024-02-29T13:32:36+00:00","http_req_failed","","default","https://blixter.online/materialize/index.html","GET","200","true","amazon:us:columbus","{'url': 'https://blixter.online/materialize/index.html', 'proto': 'HTTP/1.1', 'tls_version': 'tls1.3'}",0,12
"2024-02-29T13:32:39+00:00","http_req_failed","","default","https://blixter.online/materialize/index.html","GET","200","true","amazon:us:columbus","{'url': 'https://blixter.online/materialize/index.html', 'proto': 'HTTP/1.1', 'tls_version': 'tls1.3'}",0,16
"2024-02-29T13:32:42+00:00","http_req_failed","","default","https://blixter.online/materialize/index.html","GET","200","true","amazon:us:columbus","{'url': 'https://blixter.online/materialize/index.html', 'proto': 'HTTP/1.1', 'tls_version': 'tls1.3'}",0,17
"2024-02-29T13:32:45+00:00","http_req_failed","","default","https://blixter.online/materialize/index.html","GET","200","true","amazon:us:columbus","{'url': 'https://blixter.online/materialize/index.html', 'proto': 'HTTP/1.1', 'tls_version': 'tls1.3'}",0,17
"2024-02-29T13:32:48+00:00","http_req_failed","","default","https://blixter.online/materialize/index.html","GET","200","true","amazon:us:columbus","{'url': 'https://blixter.online/materialize/index.html', 'proto': 'HTTP/1.1', 'tls_version': 'tls1.3'}",0,18
"2024-02-29T13:32:51+00:00","http_req_failed","","default","https://blixter.online/materialize/index.html","GET","200","true","amazon:us:columbus","{'url': 'https://blixter.online/materialize/index.html', 'proto': 'HTTP/1.1', 'tls_version': 'tls1.3'}",0,21
"2024-02-29T13:32:54+00:00","http_req_failed","","default","https://blixter.online/materialize/index.html","GET","200","true","amazon:us:columbus","{'url': 'https://blixter.online/materialize/index.html', 'proto': 'HTTP/1.1', 'tls_version': 'tls1.3'}",0,21
"2024-02-29T13:32:57+00:00","http_req_failed","","default","https://blixter.online/materialize/index.html","GET","200","true","amazon:us:columbus","{'url': 'https://blixter.online/materialize/index.html', 'proto': 'HTTP/1.1', 'tls_version': 'tls1.3'}",0,23
"2024-02-29T13:33:00+00:00","http_req_failed","","default","https://blixter.online/materialize/index.html","GET","200","true","amazon:us:columbus","{'url': 'https://blixter.online/materialize/index.html', 'proto': 'HTTP/1.1', 'tls_version': 'tls1.3'}",0,23
"2024-02-29T13:33:03+00:00","http_req_failed","","default","https://blixter.online/materialize/index.html","GET","200","true","amazon:us:columbus","{'url': 'https://blixter.online/materialize/index.html', 'proto': 'HTTP/1.1', 'tls_version': 'tls1.3'}",0,26
